uloha_1 a),uloha_1 b)_prior,skupina,uloha_1 b)_pozorování
4,3.69575909557668,5,4.16990244933146
2,5.68607759602345,5,2.61815649277511
2,2.98415999843199,5,3.95201008190205
3,4.17367311595604,5,1.17800567407364
4,1.65040036305956,5,2.89043493714581
4,2.48889667735509,6,4.36197702350147
4,3.01935425953799,6,1.10986537348391
0,3.62682654661314,6,2.66273245481893
2,4.11947565851813,6,1.06589476917666
0,4.01798809042424,6,2.72818575682607
0,2.74678715439949,6,1.83027203930914
3,3.51395905432667,6,4.05145770289208
5,3.90282389588196,6,2.84016915393318
1,2.76069059666132,6,2.21989613998619
2,2.35766739597447,6,3.02494740282155
1,3.3548653238454,7,2.08334723546716
0,2.81887459498007,7,2.41861532952199
1,4.4034499731649,7,1.74702181567494
1,6.1390955484585,7,3.07364216801477
4,3.48109945676732,7,1.95731673277023
1,2.41765126083382,7,2.291290711304
1,3.54392450952047,7,1.4169757935028
3,3.32077631029742,7,2.10043692199003
0,4.80175199587982,7,3.54785327638389
1,2.7534997380444,7,5.68281970810648
2,3.3880994082464,8,4.20509361147112
2,4.21271491715672,8,4.38158256920487
2,3.15759755057257,8,3.01281775623676
3,1.89853938347325,8,2.45138564208835
1,5.8791433576707,8,2.99490342740484
2,3.19753851699137,8,2.85854639499177
2,3.00371902964189,8,1.86689636889346
2,3.29480537759595,8,4.17418253813491
1,2.34065619366186,8,3.02581945433697
2,3.14902240834174,8,3.91031696127823
2,2.22918235741082,9,4.01576568954398
1,1.78567883316741,9,3.16896374738968
0,3.79119375390369,9,1.35669068062146
1,3.37278908043789,9,3.01939858662361
1,1.9531668354377,9,2.23661196623055
3,5.67686023208596,9,3.4389334683118
0,3.09840967201165,9,3.43097262679755
3,1.43174317677732,9,3.72730570814515
1,2.78393487889894,9,4.25790875022812
1,2.9547228537506,9,2.0816790646369
,4.00728857252853,10,
,3.7593693694744,10,
,1.49042001242803,10,
,3.42001524727238,10,
,3.42460393977765,10,
,2.95851596508108,10,
,4.07451694722731,10,
,4.49777998898623,10,
,4.29993753065082,10,
,3.40659001414611,10,
,1.47851756270407,11,
,4.99194876815463,11,
,4.84736714943279,11,
,1.9843767504577,11,
,3.47550654081453,11,
,1.99694545834179,11,
,2.40607308896008,11,
,3.66843071633226,11,
,3.48120692351637,11,
,1.72056818474856,11,
,4.51578442565973,12,
,3.90492020371443,12,
,3.03617783825641,12,
,3.03925326980979,12,
,1.87830324900577,12,
,4.08068959230707,12,
,4.58082793491684,12,
,3.40941366719165,12,
,4.14595035518826,12,
,3.47984673725381,12,
,3.08022865306707,13,
,1.48146855373023,13,
,3.98216450751055,13,
,2.68889237221573,13,
,2.23193169583665,13,
,3.49167061149563,13,
,2.36020475952551,13,
,3.28645557957001,13,
,3.21088752500438,13,
,1.30417429846848,13,
,4.68478048488649,14,
,2.95576882315078,14,
,3.18401814235334,14,
,5.86035630366441,14,
,3.83890468012151,14,
,2.34365508618839,14,
,4.18594793836504,14,
,4.59604463691193,14,
,2.36365595288744,14,
,2.6392186452625,14,
,1.52267371172624,15,
,2.537176617122,15,
,2.68516551131425,15,
,2.99697796141197,15,
,4.51196973086973,15,
,2.00017766448114,15,
,2.47302700787876,15,
,4.53354954359416,15,
,3.45163425206856,15,
,4.81458449669591,15,
,3.5703302415775,16,
,2.95564921353032,16,
,3.08238334167177,16,
,3.20133420192108,16,
,3.73155874913706,16,
,4.09064332430956,16,
,1.96144082692353,16,
,3.93009316363648,16,
,2.00029548155024,16,
,4.82262631614919,16,
,3.38604620461137,17,
,1.8940558434362,17,
,4.59826000484258,17,
,3.84466514350595,17,
,1.9993569556705,17,
,3.78287512398536,17,
,3.94068811654098,17,
,2.9275766654728,17,
,2.05507751867762,17,
,4.12700013956024,17,
,3.53399938302319,18,
,1.8019563751359,18,
,2.94558969827528,18,
,4.19011531065429,18,
,2.97550823595884,18,
,3.1749522712272,18,
,3.95677795758199,18,
,3.91819886530215,18,
,2.27144911819924,18,
,4.49087363433513,18,
,1.7854582124599,19,
,5.11472772664114,19,
,3.52098428122265,19,
,4.51132771475524,19,
,1.92739749515637,19,
,1.5338755586882,19,
,4.38080105069443,19,
,3.58890829885579,19,
,4.43225053506907,19,
,3.22946559999601,19,
,5.34555726806226,20,
,3.30548258874575,20,
,3.2941044249223,20,
,3.91741885823507,20,
,4.61582685200422,20,
,3.92947391102631,20,
,2.9092152954008,20,
,3.85829621930113,20,
,2.35492298187806,20,
,4.14082231636245,20,
,1.60445892536284,21,
,4.32452535588131,21,
,3.12785901614789,21,
,2.2303927080676,21,
,3.37353478404149,21,
,4.03123170583954,21,
,3.73915396189468,21,
,2.37011854799745,21,
,4.44905345673865,21,
,2.99128225764299,21,
,3.36976583458995,22,
,2.88449898152509,22,
,2.52292626937173,22,
,2.63858580375168,22,
,2.95465967740143,22,
,3.77671318413874,22,
,4.32497514226136,22,
,3.33264306515204,22,
,4.91819709793038,22,
,5.34968103431857,22,
,2.34945783576029,23,
,3.98897980143041,23,
,3.4693628203443,23,
,2.11477124797021,23,
,5.4687402854487,23,
,4.15183032623382,23,
,3.92731998389222,23,
,3.87184373187903,23,
,1.50786742892476,23,
,3.36253424163944,23,
,3.7555578035134,24,
,2.49572852134292,24,
,3.97081806576652,24,
,3.61951917589477,24,
,2.53417942623732,24,
,3.19893057755041,24,
,4.66677039784176,24,
,3.22715968643084,24,
,4.43609855570425,24,
,4.95387298706108,24,
,3.54861211808984,25,
,3.50309185535987,25,
,3.34648768563646,25,
,5.03686636569285,25,
,2.2991892132742,25,
,4.50023656707682,25,
,3.22651220890055,25,
,4.2120699541291,25,
,5.20542858776206,25,
,2.60941590873484,25,
,3.38700939980266,26,
,1.92436937743539,26,
,5.01921799707198,26,
,4.38647149071923,26,
,2.96933761049323,26,
,3.39093481124549,26,
,4.01028782327871,26,
,1.52056300368677,26,
,2.68191486312696,26,
,4.36070077617156,26,
,2.67754967815606,27,
,2.28528429849447,27,
,3.99924350431018,27,
,2.86544708436122,27,
,3.34300684531723,27,
,4.57100499608322,27,
,2.65516526719534,27,
,3.54050125108956,27,
,5.27617460786662,27,
,3.70604946420452,27,
,3.05516561902443,28,
,3.84433655125792,28,
,4.4173197988639,28,
,1.77173603238282,28,
,4.14561355150489,28,
,4.80576257195187,28,
,2.6418974932414,28,
,3.34156066657324,28,
,4.32232250092086,28,
,2.53743035301518,28,
,4.42595395321989,29,
,4.49623211854302,29,
,3.50154260853603,29,
,2.98480304520952,29,
,1.67736660570711,29,
,3.2682725410704,29,
,4.20953149761783,29,
,2.63013677198318,29,
,2.04612900982968,29,
,3.0253839709638,29,
,3.76243768352884,30,
,4.28988307311436,30,
,2.14297678483131,30,
,3.45807467866789,30,
,2.80331220389218,30,
,3.66962035308165,30,
,3.12869296195923,30,
,2.3902248915191,30,
,2.96298669483318,30,
,2.47200361222109,30,
,4.19007593899269,31,
,2.98822126485096,31,
,2.31979616600188,31,
,3.78207735906043,31,
,4.42314589307484,31,
,3.42293379385865,31,
,1.46258116060792,31,
,2.3723923336098,31,
,3.03707141974424,31,
,2.14581189192368,31,
,3.58993644914154,32,
,2.38438838909782,32,
,4.88385010390351,32,
,3.40425447052747,32,
,1.99859048763206,32,
,1.5562297708937,32,
,4.16821649446997,32,
,4.32496352470558,32,
,4.84935235247073,32,
,2.96424692118482,32,
,3.80281429763266,33,
,2.97297815049164,33,
,3.73704380760027,33,
,3.83283982382195,33,
,4.54684791986519,33,
,2.26505629107351,33,
,3.38825551208764,33,
,3.48888213464967,33,
,3.66188963195893,33,
,5.26044736768347,33,
,2.87989280580249,34,
,4.5743802115991,34,
,2.44004433675529,34,
,3.71289960596165,34,
,4.27813315816337,34,
,2.12299019833796,34,
,2.53522435397807,34,
,4.12646635590737,34,
,4.50047972287685,34,
,2.0636886623007,34,
,4.44492815927034,35,
,2.8512628753404,35,
,3.19873064135619,35,
,3.92640333733848,35,
,1.61756070012634,35,
,2.81574484513926,35,
,2.97531045389911,35,
,2.39797406122499,35,
,2.14486975946726,35,
,3.96875783215135,35,
,3.76297349586005,36,
,4.98462221913764,36,
,1.89162250530072,36,
,1.62583363787856,36,
,4.10575022584026,36,
,5.36094919488221,36,
,2.27078423100191,36,
,4.24820111590083,36,
,4.4134376147907,36,
,4.36692403967827,36,
,5.72764261024803,37,
,2.42378551052763,37,
,1.37740476672445,37,
,3.61079408450575,37,
,4.09495756914794,37,
,3.66035961423387,37,
,3.40115356494767,37,
,5.4099808962165,37,
,4.50459161773439,37,
,4.0666076863149,37,
,5.15360012713996,38,
,2.48228762569498,38,
,5.6279459311641,38,
,1.56519342067843,38,
,3.46350087147307,38,
,3.11902239936881,38,
,3.60163883779002,38,
,4.9928922296299,38,
,3.37680770183304,38,
,5.13569972478519,38,
,3.10098907884311,39,
,4.35159272236953,39,
,3.17650032792525,39,
,2.82018605647344,39,
,3.92329749190316,39,
,3.15774663452214,39,
,4.6995211822305,39,
,3.26813746879713,39,
,3.50867442218369,39,
,4.1386045948605,39,
,4.25852201863407,40,
,2.69110948285887,40,
,3.24136380677859,40,
,2.58632041296057,40,
,3.16457600862033,40,
,3.8896012446317,40,
,6.17421220685951,40,
,3.68851459524402,40,
,2.76137467735592,40,
,5.36094873696808,40,
,4.97101542364642,41,
,3.55151623546515,41,
,3.55483591583472,41,
,4.64532031394704,41,
,1.7952598513852,41,
,2.30589744740901,41,
,2.96437824522994,41,
,2.47242774270181,41,
,3.64482046318122,41,
,2.15836824959408,41,
,2.63842474925664,42,
,3.43804153630983,42,
,7.17398410366335,42,
,2.56616543313946,42,
,5.11741610780029,42,
,5.55084787472068,42,
,3.91925963104566,42,
,3.24726994159202,42,
,3.98869598016547,42,
,3.22566609350736,42,
,2.0994463873388,43,
,3.10916440110101,43,
,3.2158479107287,43,
,4.44486030832412,43,
,2.09053469070193,43,
,4.2854281874586,43,
,3.70658125554267,43,
,2.90273680661287,43,
,2.37669097381254,43,
,3.63051994139987,43,
,3.25694467862055,44,
,3.61930492201782,44,
,3.03656840950995,44,
,3.90557833831292,44,
,3.59762078909298,44,
,3.05718566488606,44,
,3.19671857854675,44,
,2.50777847217214,44,
,2.89067759310993,44,
,3.11370274448629,44,
,3.33308130381314,45,
,4.6349490862374,45,
,3.56821345002831,45,
,3.20366928096393,45,
,2.80043753064185,45,
,2.46198233649104,45,
,4.99959621028832,45,
,3.28811091722132,45,
,3.1866508049448,45,
,3.26347162524223,45,
,5.00881835618292,46,
,3.73770026997374,46,
,5.33579372537962,46,
,4.07606793734086,46,
,3.24579048880418,46,
,3.79120802474727,46,
,4.17398697344585,46,
,3.19265818989655,46,
,2.90062745150144,46,
,4.18928481307263,46,
,2.67164471147296,47,
,4.47068066714577,47,
,3.67281722777255,47,
,2.57165722604588,47,
,3.85983454375868,47,
,2.40964309684543,47,
,5.38384164201241,47,
,1.79312074663338,47,
,1.69999075272465,47,
,1.29764233007413,47,
,4.87444051327362,48,
,5.09122181736633,48,
,2.14539953944936,48,
,3.56231330006599,48,
,3.17674239880935,48,
,3.34757895652596,48,
,4.56021793119281,48,
,4.07038889791791,48,
,2.98351197621901,48,
,3.01288954080601,48,
,4.07963733777863,49,
,2.04120419566364,49,
,2.57578254962,49,
,3.34265181727945,49,
,3.61024085005935,49,
,4.72798258968974,49,
,2.23778269003373,49,
,2.58497804008145,49,
,4.04539626406488,49,
,3.32935193975233,49,
,3.06122556592013,50,
,4.1711155071854,50,
,2.96891886858783,50,
,3.78909032019317,50,
,5.02792308847904,50,
,3.21603544779834,50,
,2.1042183735616,50,
,3.31276473048765,50,
,2.45680471732388,50,
,3.93448032760191,50,
,2.03339269080534,51,
,1.6241239337554,51,
,2.72326549083002,51,
,3.97575468825723,51,
,2.80818841934914,51,
,3.8898289344446,51,
,2.74849575822585,51,
,4.90557790777018,51,
,3.90155167644426,51,
,4.16740572739545,51,
,4.39720323267578,52,
,3.82335197513979,52,
,2.78116876775068,52,
,3.12699922348169,52,
,4.73404054749325,52,
,3.12473416244908,52,
,1.71186197042066,52,
,3.63859234851009,52,
,3.19389042206795,52,
,3.55900501985932,52,
,2.96006178732453,53,
,2.85425657688937,53,
,3.57005856194988,53,
,3.3173287128284,53,
,3.07268387046455,53,
,3.74192882623289,53,
,2.94532200316665,53,
,3.44606527879722,53,
,4.64903197060491,53,
,4.33298765826152,53,
,2.46919093492486,54,
,2.01325945917808,54,
,5.81168571527658,54,
,4.67552222345476,54,
,4.24452808330417,54,
,3.22177987903666,54,
,2.17938681179293,54,
,3.30864592576233,54,
,2.34610397341727,54,
,2.85887757008693,54,
,3.73479679153204,55,
,3.04838019744165,55,
,2.12197871342403,55,
,3.2201004361054,55,
,3.71310797912101,55,
,3.18406162262205,55,
,5.25780965653085,55,
,2.95705110683964,55,
,3.93555133631837,55,
,5.12594158793999,55,
,2.83214031054326,56,
,4.10228120553582,56,
,3.85746986368571,56,
,1.79529662006261,56,
,4.32835406059139,56,
,2.02516556409829,56,
,3.30107480372698,56,
,3.27389121202465,56,
,3.90168007162563,56,
,2.94839694917113,56,
,2.63081224805519,57,
,4.97778357446488,57,
,3.99315654926366,57,
,1.90782842492511,57,
,1.79072119547219,57,
,5.90279307633966,57,
,2.59756381953524,57,
,2.06016297018362,57,
,3.2169749435436,57,
,5.24156944790676,57,
,3.81740372338932,58,
,2.86762279998089,58,
,4.53416677697691,58,
,2.94513745203446,58,
,2.91463479519801,58,
,3.27040445989831,58,
,4.51889752854991,58,
,3.71279880804029,58,
,1.79332545350368,58,
,5.60212637979499,58,
,3.27196393793764,59,
,3.23765155069831,59,
,2.77607662517052,59,
,3.8382481721715,59,
,3.82892187720969,59,
,3.42535092251378,59,
,2.8714654083739,59,
,3.95477665116655,59,
,3.60046185240617,59,
,4.07555562867045,59,
,3.62860701577985,60,
,2.90516910531566,60,
,2.58349009490839,60,
,6.31744187648314,60,
,2.87061917684534,60,
,5.97774108449872,60,
,2.84662335957926,60,
,3.79310302282951,60,
,5.70353876017981,60,
,3.42464002867175,60,
,4.57372411429451,61,
,1.92786228764246,61,
,2.81971576060414,61,
,1.86940464590314,61,
,5.66051864480171,61,
,4.53239602520655,61,
,2.65691278526224,61,
,1.5308262287603,61,
,2.54006034003761,61,
,3.2744353956445,61,
,3.92819815992632,62,
,2.80091445969353,62,
,3.54532812086385,62,
,1.24872866944808,62,
,2.26770502376284,62,
,4.17147859008529,62,
,3.78736887654886,62,
,4.53464082822798,62,
,6.06662285836016,62,
,2.02369357325578,62,
,2.70612995348596,63,
,4.03765184409558,63,
,2.49445458277189,63,
,4.49925604677574,63,
,3.7691664442822,63,
,4.87551571307194,63,
,5.70598579126141,63,
,3.45493868158897,63,
,3.46568010421829,63,
,3.01570494374605,63,
,4.7830012280163,64,
,5.08087972145775,64,
,5.40298217632926,64,
,3.30447327745947,64,
,3.07470677825336,64,
,2.9514904575415,64,
,3.26444173763604,64,
,2.86146580823425,64,
,4.98744928961007,64,
,2.74015762588915,64,
,3.04341363926462,65,
,3.7531575041908,65,
,5.58969464373718,65,
,3.54759984334425,65,
,2.71868371572566,65,
,3.83063618311422,65,
,4.7114404106658,65,
,3.98733650218426,65,
,2.35122796504116,65,
,2.83774579757309,65,
,3.91156647983596,66,
,4.82941254874668,66,
,2.24244941272228,66,
,2.97942665677228,66,
,2.73288548327711,66,
,3.80268881026601,66,
,2.85265227790933,66,
,1.28885934477527,66,
,4.04174863145353,66,
,2.27781677103619,66,
,6.62969256214655,67,
,4.57041772735336,67,
,2.24196947963065,67,
,2.56660308086113,67,
,3.36907964468673,67,
,4.22723052222804,67,
,4.10602082239688,67,
,4.33402030363762,67,
,3.65221513726413,67,
,2.24597060191061,67,
,1.96730654305977,68,
,5.0991671619305,68,
,4.88909302222296,68,
,1.48608041689594,68,
,1.36846514730457,68,
,3.82377656461609,68,
,3.59910467447085,68,
,5.30452904073812,68,
,4.88516631215216,68,
,3.77266959482701,68,
,3.80924024450463,69,
,3.54675569288793,69,
,4.18661374283441,69,
,2.26410201579746,69,
,3.77189091852826,69,
,3.96233035165333,69,
,2.3632638285253,69,
,4.49724055778787,69,
,3.29180176221757,69,
,3.39169698658186,69,
,3.90259711956671,70,
,3.84933439034147,70,
,2.54900713967946,70,
,3.15294589692996,70,
,2.54079294565112,70,
,4.3138988931615,70,
,4.06139277767603,70,
,2.72165348260624,70,
,2.83564697871985,70,
,2.13529151669017,70,
,3.11105043896945,71,
,2.67822874540148,71,
,2.21228787740014,71,
,3.18867787747672,71,
,3.47905420377111,71,
,3.04531649959791,71,
,1.79342042899022,71,
,2.48771734859775,71,
,4.09662042982879,71,
,5.47230542701367,71,
,2.27620313596224,72,
,2.19693633551734,72,
,1.99239175381074,72,
,3.46439103789665,72,
,1.80620110414609,72,
,5.33986620055847,72,
,3.87689191926381,72,
,4.32478318552897,72,
,1.9684930217048,72,
,3.6398161204735,72,
,2.6382169433486,73,
,1.78414502864997,73,
,4.56945643956337,73,
,2.51120290224561,73,
,2.9978944963507,73,
,3.59634794390017,73,
,4.05561731942857,73,
,2.8606076993569,73,
,3.72323399193995,73,
,1.8250389431852,73,
,4.94909328539675,74,
,3.81052593889579,74,
,4.45649047504042,74,
,5.48141008948636,74,
,4.22263156399048,74,
,2.49154542869423,74,
,3.98426360174217,74,
,3.36320695051604,74,
,2.75546094313446,74,
,5.45617237808201,74,
,4.19783447968129,75,
,3.13905213094372,75,
,2.90016354168924,75,
,2.9172823452125,75,
,3.75677244168913,75,
,5.363763752582,75,
,4.59634300474298,75,
,5.63065786180396,75,
,4.90593312040202,75,
,4.57799286146235,75,
,2.35468363241109,76,
,1.79137027526553,76,
,3.92938087927499,76,
,1.89746668934165,76,
,2.7602897102119,76,
,2.28722630444201,76,
,3.83123647741118,76,
,1.41924139706123,76,
,3.2734475870598,76,
,3.96080558361056,76,
,5.64143044874851,77,
,3.72420434209629,77,
,2.18029427038996,77,
,2.12381839488045,77,
,3.14256056921643,77,
,3.76631850099085,77,
,2.74059573431058,77,
,1.79534224393166,77,
,3.21132801661568,77,
,3.44331413958043,77,
,2.6780092066859,78,
,2.64975096648106,78,
,1.59706876727801,78,
,2.19484369940374,78,
,4.35957946047515,78,
,4.85201018808971,78,
,3.09595121978401,78,
,1.80352966675591,78,
,3.1051642122701,78,
,3.8604723257284,78,
,4.69577948968745,79,
,4.16949084542764,79,
,4.28149354546931,79,
,6.15789961460137,79,
,3.35509576412016,79,
,3.43821249915553,79,
,2.64172098255642,79,
,1.54264787204142,79,
,2.84341999357,79,
,3.34384898258804,79,
,1.31140079393229,80,
,4.08134640835671,80,
,4.83923283768613,80,
,3.69232828479846,80,
,2.67163761828883,80,
,6.47869730044571,80,
,3.57272884037929,80,
,5.36796072968387,80,
,5.40116533074368,80,
,4.89591794064343,80,
,4.30411530674234,81,
,4.33659152308111,81,
,3.24434178297698,81,
,2.91100727000848,81,
,2.70170459304313,81,
,2.9686383987129,81,
,2.93842757798247,81,
,2.98687596327699,81,
,2.87855456702376,81,
,4.54030377670536,81,
,2.93052787562788,82,
,4.88268896841522,82,
,3.86446250646861,82,
,3.01105381649648,82,
,3.18391637913913,82,
,3.61554546086066,82,
,6.16475659959494,82,
,4.79569877817646,82,
,1.86454907424084,82,
,3.51967962626616,82,
,2.58614204195315,83,
,1.31995619059605,83,
,3.04855973935128,83,
,4.10091171310319,83,
,3.06501026917516,83,
,2.4211820814994,83,
,2.61328526522537,83,
,3.29363158289024,83,
,3.90731112826541,83,
,2.0971735165565,83,
,4.40341800748748,84,
,4.80184432883429,84,
,4.03244227163027,84,
,2.96605998284661,84,
,4.51755379381469,84,
,2.96021955436652,84,
,2.82448683874048,84,
,3.58714892370441,84,
,4.17478098336132,84,
,5.82479573288883,84,
,5.26432440287747,85,
,1.55092578598908,85,
,4.07787823855145,85,
,5.25128720936235,85,
,2.9905214221021,85,
,3.68976150006455,85,
,4.3518067447636,85,
,3.50330081966605,85,
,4.67284681333913,85,
,2.32205287095935,85,
,3.70281081766691,86,
,1.48172077091367,86,
,3.17153296118539,86,
,3.89231667929624,86,
,3.13976946367298,86,
,2.04244334662377,86,
,4.89158694877241,86,
,3.14449348001924,86,
,2.44715896893934,86,
,4.86587087861523,86,
,3.46304384682544,87,
,2.95665522799625,87,
,3.74453222823745,87,
,4.14427650567331,87,
,4.17231481742151,87,
,3.67588739592427,87,
,5.26489908596645,87,
,2.811854419773,87,
,5.81298904283376,87,
,3.03895061886883,87,
,5.05980056896428,88,
,3.56555563418803,88,
,4.62103377985998,88,
,2.51431300406775,88,
,3.35972261204538,88,
,4.34391335831243,88,
,5.02031268652253,88,
,3.4095721486182,88,
,2.85499719076693,88,
,3.0208162684123,88,
,2.62364157942506,89,
,2.03455497943131,89,
,4.39450853891183,89,
,6.12932602974112,89,
,1.63698549950809,89,
,3.93422034726169,89,
,2.94910897785966,89,
,5.92676377207711,89,
,3.86814797039092,89,
,3.10466432155446,89,
,3.66170645851777,90,
,2.68785905276794,90,
,3.49774632068745,90,
,3.76019470790047,90,
,5.08676948480872,90,
,3.72902973606699,90,
,2.37134717875945,90,
,1.45837765718199,90,
,3.13259389001989,90,
,3.89054356949893,90,
,4.51593256731638,91,
,2.76966894614617,91,
,3.67404183352924,91,
,3.77327139563524,91,
,1.52589340012192,91,
,4.83026375860465,91,
,5.23289936457537,91,
,2.71550424307338,91,
,3.3799596278754,91,
,2.68567989612148,91,
,2.27698488021626,92,
,2.98980561628671,92,
,4.2275770445909,92,
,2.93343628705189,92,
,5.51243032255502,92,
,2.26993845673769,92,
,2.24132790445744,92,
,3.88102873988448,92,
,5.18839359815184,92,
,2.5420764288815,92,
,4.40183696634494,93,
,4.55251008339311,93,
,3.36045857650919,93,
,3.66897730596589,93,
,5.36297041634469,93,
,4.61262717227379,93,
,2.93613803299473,93,
,4.74011140900298,93,
,4.51990233736675,93,
,4.02590065255916,93,
,3.34007240568228,94,
,3.31546962644306,94,
,4.00357210719841,94,
,2.83547445062693,94,
,3.45725706396664,94,
,3.48274376247583,94,
,3.75734887828335,94,
,3.71055831762646,94,
,5.27236483887079,94,
,4.9407769358633,94,
,3.89726126808878,95,
,4.88975340987962,95,
,2.8170468981837,95,
,4.32498245463434,95,
,2.74243056388683,95,
,2.41622700719143,95,
,3.21511079590739,95,
,4.60134340246359,95,
,4.01399258371514,95,
,3.67441819689092,95,
,4.14133739359233,96,
,3.2997853706215,96,
,2.44353114948564,96,
,2.58821711544545,96,
,2.50823215169119,96,
,3.76956034212033,96,
,3.1862278975361,96,
,5.71579142409021,96,
,4.3834597798984,96,
,3.958387994481,96,
,3.31149568823259,97,
,5.01817863934638,97,
,1.86746738901075,97,
,3.03798297910539,97,
,1.78131688843161,97,
,3.68216342377392,97,
,4.75077919151579,97,
,3.0170803735596,97,
,2.19810432657619,97,
,3.13862765891831,97,
,3.51188490410621,98,
,3.7911873688361,98,
,2.31678851236402,98,
,3.51141065455181,98,
,4.80649486498841,98,
,4.7976653766031,98,
,5.28178543739827,98,
,2.59937894243757,98,
,3.32312027555726,98,
,4.93069753882012,98,
,3.19088477882301,99,
,4.22011980167938,99,
,2.35048651925819,99,
,4.99749411312735,99,
,4.46534414299302,99,
,1.66529524791632,99,
,2.39858185254552,99,
,2.64901991799712,99,
,3.71208394990515,99,
,2.50219841813472,99,
,5.25140408774724,100,
,3.05279379631698,100,
,2.87090046927646,100,
,3.48078482850795,100,
,2.29572238334275,100,
,3.31340724509931,100,
,2.39123758983907,100,
,2.85191599933395,100,
,4.53962972475113,100,
,3.41551201306992,100,
,2.39439420075798,101,
,3.75902435772031,101,
,1.51865432373239,101,
,3.7337689559615,101,
,2.37629309022408,101,
,4.40943770194062,101,
,2.17567862043103,101,
,3.4820033339294,101,
,3.32891931821806,101,
,1.98722385353327,101,
,4.1641474555776,102,
,2.94172594263524,102,
,4.14738777019443,102,
,4.97834415115497,102,
,4.22941443589822,102,
,4.48094342733521,102,
,1.79495092554037,102,
,1.65241922851961,102,
,2.9828782503625,102,
,1.31359550248671,102,
,3.97186512340905,103,
,3.65923838265429,103,
,2.71696800220582,103,
,3.33380622732914,103,
,1.45968110042858,103,
,4.73620986116433,103,
,3.43299277690566,103,
,3.5837066971339,103,
,4.30071528135074,103,
,4.38416525405599,103,
,2.87974089504393,104,
,4.38014672077767,104,
,2.77365999580796,104,
,4.53859597794989,104,
,4.18871360836964,104,
,4.77723978279082,104,
,3.74109083052272,104,
,4.08736179939015,104,
,4.65780171684437,104,
,3.83945440349964,104,
,2.42399080947922,105,
,5.45488296772595,105,
,2.68992944535908,105,
,3.43801018227568,105,
,1.94822291217319,105,
,3.0563490999889,105,
,4.32164126848317,105,
,3.78462223482001,105,
,3.48217622994289,105,
,4.37702720934309,105,
,4.98614231341215,106,
,4.82946789852741,106,
,5.51494809280572,106,
,5.88574123230992,106,
,3.79090814437335,106,
,5.01244250246413,106,
,3.06639862324778,106,
,5.88296408959949,106,
,5.56164741034131,106,
,1.57593543818698,106,
,3.56972640870673,107,
,1.92190553725417,107,
,1.29950215693415,107,
,4.70883473088305,107,
,4.22530198036933,107,
,2.7536058850217,107,
,2.70255584419612,107,
,3.22318475738279,107,
,4.12978135077187,107,
,3.76708911530902,107,
,4.32245808799139,108,
,1.55241660693853,108,
,1.98354758330879,108,
,4.64597507160347,108,
,4.86817783920558,108,
,2.27406054005813,108,
,4.11469026984976,108,
,1.68313984858196,108,
,3.76345316370417,108,
,3.21668063248457,108,
,2.84500542072187,109,
,2.10933189846039,109,
,3.95898566034072,109,
,2.25595853056011,109,
